Grievance_ID,text,Sentiment,label,Priority,Recommendations
302,"The phone quality was friendly, but delivery was poor.",Neutral,Customer Experience,Medium,Improve product quality and service interactions.
303,The website is great and delivery.,Negative,Customer Experience,High,Improve product quality and service interactions.
304,I have  been waiting for weeks for a technical support and still no resolution.,Positive,Customer Experience,Low,Improve product quality and service interactions.
305,The website is slow and billing.,Neutral,Customer Experience,Medium,Improve product quality and service interactions.
306,The website is terrible and technical support.,Negative,Support,High,Enhance customer support response times and training.
307,"I received assistance, but the internet was terrible.",Negative,Support,High,Enhance customer support response times and training.
308,I have  been waiting for hours for a billing and still no resolution.,Positive,Technical Issues,Low,General recommendation: Improve overall service.
309,"My account is poor, and no one has help yet.",Negative,Service,High,General recommendation: Improve overall service.
310,"The device quality was terrible, but delivery was prompt.",Negative,Customer Experience,High,Improve product quality and service interactions.
311,I am frustrated with the billing. help took too long.,Negative,Customer Experience,High,Improve product quality and service interactions.
312,"The item I ordered was prompt, and customer service is unhelpful.",Negative,Billing,High,Review billing process and provide clarity on charges.
313,"The item I ordered was prompt, and customer service is terrible.",Neutral,Service,Medium,General recommendation: Improve overall service.
314,"The technical support was very prompt, and the security department was unhelpful.",Neutral,Service,Medium,General recommendation: Improve overall service.
315,"The phone quality was prompt, but delivery was poor.",Neutral,Product Quality,Medium,General recommendation: Improve overall service.
316,"The technical support was very poor, and the security department was unhelpful.",Positive,Security,Low,Ensure proper encryption and security protocols.
317,I was promised a refund but fix the problem.,Negative,Technical Issues,High,General recommendation: Improve overall service.
318,I was promised a resolution but reach out.,Negative,Support,High,Enhance customer support response times and training.
319,"I received a resolution, but the internet was prompt.",Neutral,Service,Medium,General recommendation: Improve overall service.
320,I was promised assistance but fix the problem.,Negative,Delivery,High,Ensure timely and efficient delivery services.
321,"The software quality was slow, but delivery was slow.",Neutral,Billing,Medium,Review billing process and provide clarity on charges.
322,support was prompt but could not   respond.,Positive,Product Quality,Low,General recommendation: Improve overall service.
323,I was promised a resolution but resolve it.,Negative,Security,High,Ensure proper encryption and security protocols.
324,I was promised a refund but respond.,Positive,Product Quality,Low,General recommendation: Improve overall service.
325,"My account is friendly, and no one has reach out yet.",Negative,Billing,High,Review billing process and provide clarity on charges.
326,"My order is friendly, and no one has resolve it yet.",Neutral,Support,Medium,Enhance customer support response times and training.
327,"The software quality was friendly, but delivery was prompt.",Negative,Product Quality,High,General recommendation: Improve overall service.
